"","gene","length"
"6077","ZNF322",1209
"6078","H2BC11",381
"6079","H2AC11",393
"6080","H4C9",312
"6081","H2BC12",381
"6082","H2AC12",387
"6083","PRSS16",1600
"6084","POM121L2",3108
"6085","ZNF391",1077
"6086","ZNF184",2276
"6087","H2BC13",381
"6088","H2AC13",393
"6089","H3C10",411
"6090","H2AC14",387
"6091","H2BC14",381
"6092","H4C11",312
"6093","H4C12",312
"6094","H2AC15",393
"6095","H2BC15",513
"6096","H2AC16",393
"6097","H1-5",681
"6098","H3C11",411
"6099","H4C13",312
"6100","H3C12",411
"6101","H2AC17",393
"6102","H2BC17",381
"6103","OR2B2",1074
"6104","OR2B6",942
"6105","ZNF165",1468
"6106","ZSCAN16",1057
"6107","ZKSCAN8",1757
"6108","ZKSCAN8P1",810
"6109","ZSCAN9",1593
"6110","ZKSCAN4",1658
"6111","NKAPL",1209
"6112","ZSCAN26",1450
"6113","ENSG00000276302",265
"6114","PGBD1",2455
"6115","ZSCAN31",1231
"6116","ZKSCAN3",1637
"6117","ZSCAN12",1969
"6118","ZSCAN23",1180
"6119","GPX5",686
"6120","SCAND3",3993
"6121","TRIM27",1577
"6122","ZNF311",2026
"6123","OR2W1",963
"6124","OR2B3",942
"6125","OR2J1",939
"6126","OR2J3",936
"6127","OR2J2",939
"6128","OR14J1",966
"6129","OR5V1",966
"6130","OR12D3",951
"6131","OR12D2",924
"6132","OR11A1",948
"6133","OR10C1",945
"6134","OR2H1",951
"6135","MAS1L",1137
"6136","OR2I1P",953
"6137","UBD",503
"6138","OR2H2",939
"6139","GABBR1",3154
"6140","MOG",1018
"6141","ZFP57",1626
"6142","HLA-F",1366
"6143","HLA-G",1062
"6144","HLA-A",1250
"6145","POLR1H",396
"6146","PPP1R11",391
"6147","RNF39",1074
"6148","TRIM31",1313
"6149","TRIM40",797
"6150","TRIM10",1562
"6151","TRIM15",1447
"6152","TRIM26",1650
"6153","TRIM39",1587
"6154","TRIM39-RPP21",1557
"6155","RPP21",580
"6156","HLA-E",1107
"6157","GNL1",1879
"6158","PRR3",582
"6159","ABCF1",2661
"6160","PPP1R10",2908
"6161","MRPS18B",807
"6162","ATAT1",1438
"6163","C6orf136",1516
"6164","DHX16",3325
"6165","PPP1R18",1852
"6166","NRM",804
"6167","MDC1",6335
"6168","TUBB",1356
"6169","FLOT1",1339
"6170","IER3",583
"6171","DDR1",2899
"6172","GTF2H4",1449
"6173","VARS2",3332
"6174","SFTA2",247
"6175","MUCL3",4473
"6176","MUC21",1711
"6177","MUC22",5337
"6178","C6orf15",983
"6179","CDSN",1595
"6180","PSORS1C1",474
"6181","PSORS1C2",416
"6182","CCHCR1",2701
"6183","TCF19",1164
"6184","POU5F1",1103
"6185","HLA-C",1154
"6186","HLA-B",1119
"6187","MICA",1019
"6188","MICB",1177
"6189","MCCD1",365
"6190","DDX39B",1355
"6191","ATP6V1G2",367
"6192","NFKBIL1",1207
"6193","LTA",628
"6194","TNF",717
"6195","LTB",750
"6196","LST1",330
"6197","NCR3",740
"6198","AIF1",469
"6199","ENSG00000291302",87
"6200","PRRC2A",6619
"6201","ENSG00000289282",413
"6202","BAG6",3642
"6203","APOM",654
"6204","C6orf47",885
"6205","GPANK1",1076
"6206","CSNK2B",735
"6207","ENSG00000263020",1135
"6208","LY6G5B",616
"6209","LY6G5C",463
"6210","ABHD16A",1932
"6211","LY6G6F",919
"6212","LY6G6F-LY6G6D",1174
"6213","LY6G6D",412
"6214","LY6G6C",388
"6215","MPIG6B",809
"6216","DDAH2",883
"6217","CLIC1",751
"6218","MSH5",2674
"6219","SAPCD1",557
"6220","VWA7",2751
"6221","VARS1",3935
"6222","LSM2",308
"6223","HSPA1L",1926
"6224","HSPA1A",1926
"6225","HSPA1B",1926
"6226","NEU1",1273
"6227","SLC44A4",2233
"6228","EHMT2",3979
"6229","ZBTB12",1380
"6230","C2",2565
"6231","ENSG00000244255",4151
"6232","CFB",2380
"6233","NELFE",1252
"6234","SKIC2",3921
"6235","DXO",1216
"6236","STK19",807
"6237","C4A",5435
"6238","C4B",5435
"6239","CYP21A2",1533
"6240","TNXB",13864
"6241","ATF6B",2220
"6242","FKBPL",1050
"6243","PRRT1",1445
"6244","ENSG00000285085",116
"6245","PPT2",967
"6246","EGFL8",917
"6247","AGPAT1",877
"6248","RNF5",568
"6249","AGER",1426
"6250","PBX2",1333
"6251","GPSM3",620
"6252","NOTCH4",6157
"6253","TSBP1",1959
"6254","BTNL2",1479
"6255","HLA-DRA",780
"6256","HLA-DRB5",826
"6257","HLA-DRB1",826
"6258","HLA-DQA1",783
"6259","HLA-DQB1",835
"6260","HLA-DQA2",783
"6261","HLA-DQB2",864
"6262","HLA-DOB",847
"6263","TAP2",2181
"6264","PSMB8",994
"6265","TAP1",2545
"6266","PSMB9",685
"6267","HLA-DMB",817
"6268","HLA-DMA",806
"6269","BRD2",3065
"6270","HLA-DOA",773
"6271","HLA-DPA1",798
"6272","HLA-DPB1",797
"6273","COL11A2",5608
"6274","RXRB",1659
"6275","SLC39A7",1440
"6276","HSD17B8",826
"6277","RING1",1246
"6278","VPS52",2441
"6279","RPS18",484
"6280","B3GALT4",1137
"6281","WDR46",1903
"6282","PFDN6",459
"6283","RGL2",2414
"6284","TAPBP",1826
"6285","ZBTB22",1905
"6286","DAXX",2309
"6287","SMIM40",240
"6288","KIFC1",2072
"6289","PHF1",1769
"6290","CUTA",590
"6291","SYNGAP1",4314
"6292","ZBTB9",1422
"6293","BAK1",681
"6294","ITPR3",8301
"6295","UQCC2",396
"6296","IP6K3",1253
"6297","LEMD2",1552
"6298","MLN",363
"6299","GRM4",3339
"6300","HMGA1",339
"6301","SMIM29",613
"6302","NUDT3",539
"6303","RPS10-NUDT3",911
"6304","RPS10",646
"6305","PACSIN1",1375
"6306","SPDEF",1028
"6307","ILRUN",917
"6308","SNRPC",574
"6309","BLTP3A",4423
"6310","TAF11",756
"6311","ANKS1A",4030
"6312","TCP11",1649
"6313","SCUBE3",3087
"6314","ZNF76",1773
"6315","DEF6",1946
"6316","PPARD",1372
"6317","FANCE",1656
"6318","RPL10A",679
"6319","TEAD3",1431
"6320","TULP1",1699
"6321","FKBP5",1474
"6322","ARMC12",1129
"6323","CLPSL2",477
"6324","CLPSL1",376
"6325","CLPS",394
"6326","LHFPL5",670
"6327","SRPK1",2067
"6328","SLC26A8",3003
"6329","MAPK14",1223
"6330","MAPK13",1155
"6331","BRPF3",3673
"6332","PNPLA1",1788
"6333","BNIP5",2009
"6334","ETV7",1150
"6335","PXT1",415
"6336","KCTD20",1290
"6337","STK38",1458
"6338","SRSF3",515
"6339","CDKN1A",500
"6340","RAB44",3126
"6341","CPNE5",1938
"6342","PPIL1",516
"6343","C6orf89",1100
"6344","PI16",1417
"6345","MTCH1",1413
"6346","FGD2",2043
"6347","PIM1",967
"6348","TMEM217B",513
"6349","TMEM217",751
"6350","TBC1D22B",1578
"6351","RNF8",1587
"6352","CMTR1",2618
"6353","CCDC167",309
"6354","MDGA1",3284
"6355","ZFAND3",709
"6356","BTBD9",1982
"6357","GLO1",580
"6358","DNAH8",14618
"6359","GLP1R",1452
"6360","SAYSD1",557
"6361","KCNK5",1520
"6362","KCNK17",1149
"6363","KCNK16",1337
"6364","KIF6",2658
"6365","DAAM2",3492
"6366","MOCS1",1966
"6367","LRFN2",2375
"6368","UNC5CL",1592
"6369","TSPO2",523
"6370","APOBEC2",680
"6371","OARD1",559
"6372","NFYA",1084
"6373","TREML1",961
"6374","TREM2",914
"6375","TREML2",986
"6376","TREML4",623
"6377","TREM1",952
"6378","NCR2",999
"6379","FOXP4",2118
"6380","MDFI",756
"6381","TFEB",1515
"6382","PGC",1515
"6383","FRS3",1499
"6384","PRICKLE4",1464
"6385","TOMM6",230
"6386","USP49",2131
"6387","MED20",666
"6388","BYSL",1344
"6389","CCND3",1039
"6390","TAF8",1193
"6391","C6orf132",3637
"6392","CIMIP3",401
"6393","GUCA1A",621
"6394","GUCA1ANB-GUCA1A",621
"6395","GUCA1B",618
"6396","MRPS10",636
"6397","TRERF1",3764
"6398","UBR2",5643
"6399","PRPH2",1051
"6400","TBCC",1041
"6401","BICRAL",3290
"6402","RPL7L1",793
"6403","C6orf226",306
"6404","PTCRA",954
"6405","CNPY3",862
"6406","GNMT",913
"6407","PEX6",3044
"6408","PPP2R5D",1884
"6409","MEA1",613
"6410","KLHDC3",1194
"6411","RRP36",810
"6412","CUL7",5339
"6413","MRPL2",1077
"6414","KLC4",2055
"6415","PTK7",3613
"6416","SRF",1557
"6417","CUL9",7749
"6418","DNPH1",608
"6419","TTBK1",4342
"6420","SLC22A7",1728
"6421","CRIP3",748
"6422","ZNF318",6885
"6423","ABCC10",4654
"6424","DLK2",1172
"6425","TJAP1",1709
"6426","LRRC73",976
"6427","YIPF3",1111
"6428","POLR1C",1302
"6429","XPO5",3770
"6430","POLH",2187
"6431","GTPBP2",1864
"6432","MAD2L1BP",985
"6433","RSPH9",991
"6434","MRPS18A",616
"6435","VEGFA",1298
"6436","MRPL14",443
"6437","TMEM63B",2609
"6438","CAPN11",2330
"6439","MYMX",255
"6440","SLC29A1",1426
"6441","HSP90AB1",2225
"6442","SLC35B2",1314
"6443","NFKBIE",1528
"6444","TMEM151B",1806
"6445","TCTE1",1521
"6446","AARS2",3063
"6447","SPATS1",938
"6448","CDC5L",2484
"6449","SUPT3H",1209
"6450","RUNX2",2225
"6451","CLIC5",1573
"6452","ENPP4",1372
"6453","ENPP5",1444
"6454","RCAN2",837
"6455","CYP39A1",1465
"6456","SLC25A27",1048
"6457","TDRD6",6306
"6458","PLA2G7",1376
"6459","ANKRD66",601
"6460","MEP1A",2385
"6461","ADGRF5",4136
"6462","ADGRF1",2869
"6463","TNFRSF21",1993
"6464","CD2AP",2005
"6465","ADGRF4",2360
"6466","OPN5",1193
"6467","PTCHD4",2752
"6468","MMUT",2308
"6469","CENPQ",842
"6470","GLYATL3",887
"6471","C6orf141",735
"6472","RHAG",1362
"6473","CRISP2",872
"6474","CRISP3",866
"6475","PGK2",1254
"6476","CRISP1",780
"6477","DEFB114",215
"6478","DEFB113",254
"6479","DEFB110",345
"6480","DEFB112",290
"6481","TFAP2D",1394
"6482","TFAP2B",1413
"6483","PKHD1",12587
"6484","IL17A",478
"6485","IL17F",502
"6486","MCM3",2650
"6487","PAQR8",1065
"6488","EFHC1",2305
"6489","TRAM2",1163
"6490","TMEM14A",315
"6491","GSTA2",694
"6492","GSTA1",694
"6493","GSTA5",694
"6494","GSTA3",694
"6495","GSTA4",694
"6496","CILK1",1980
"6497","ENSG00000288614",120
"6498","ENSG00000288646",72
"6499","FBXO9",1405
"6500","GCM1",1331
"6501","ELOVL5",1241
"6502","GCLC",1992
"6503","KLHL31",1910
"6504","LRRC1",1661
"6505","MLIP",3214
"6506","TINAG",1565
"6507","FAM83B",3051
"6508","HCRTR2",1365
"6509","GFRAL",1225
"6510","HMGCLL1",1165
"6511","BMP5",1395
"6512","COL21A1",3014
"6513","DST",30288
"6514","BEND6",954
"6515","KIAA1586",2379
"6516","ZNF451",4887
"6517","BAG2",646
"6518","RAB23",739
"6519","PRIM2",1968
"6520","KHDRBS2",1090
"6521","FKBP1C",327
"6522","LGSN",1739
"6523","ENSG00000285976",140
"6524","PTP4A1",542
"6525","PHF3",6209
"6526","EYS",9810
"6527","ZC3H11C",2418
"6528","ENSG00000288712",78
"6529","ADGRB3",4815
"6530","LMBRD1",1769
"6531","COL19A1",3763
"6532","COL9A1",3084
"6533","FAM135A",4786
"6534","SDHAF4",337
"6535","SMAP1",1638
"6536","B3GAT2",987
"6537","OGFRL1",1386
"6538","RIMS1",5405
"6539","KCNQ5",2986
"6540","KHDC1L",397
"6541","KHDC1",734
"6542","DPPA5",361
"6543","KHDC3L",664
"6544","OOEP",488
"6545","DDX43",2022
"6546","CGAS",1767
"6547","MTO1",2339
"6548","EEF1A1",1558
"6549","SLC17A5",1538
"6550","CD109",4498
"6551","COL12A1",9529
"6552","COX7A2",451
"6553","TMEM30A",1116
"6554","FILIP1",3705
"6555","SENP6",3456
"6556","MYO6",4055
"6557","IMPG1",2592
"6558","HTR1B",1173
"6559","MEI4",1173
"6560","IRAK1BP1",950
"6561","PHIP",5723
"6562","HMGN3",465
"6563","LCA5",2183
"6564","SH3BGRL2",339
"6565","ELOVL4",970
"6566","TTK",2750
"6567","BCKDHB",1250
"6568","TENT5A",1605
"6569","IBTK",4197
"6570","TPBG",1263
"6571","UBE3D",1254
"6572","DOP1A",7643
"6573","PGM3",2061
"6574","RWDD2A",884
"6575","ME1",1784
"6576","PRSS35",1242
"6577","SNAP91",2859
"6578","RIPPLY2",402
"6579","CYB5R4",1663
"6580","MRAP2",628
"6581","CEP162",4337
"6582","TBX18",1935
"6583","NT5E",1806
"6584","SNX14",3317
"6585","SYNCRIP",2131
"6586","HTR1E",1098
"6587","CGA",508
"6588","ZNF292",8242
"6589","GJB7",672
"6590","SMIM8",397
"6591","C6orf163",1010
"6592","CFAP206",1924
"6593","SLC35A1",1049
"6594","RARS2",1998
"6595","ORC3",2234
"6596","AKIRIN2",632
"6597","SPACA1",915
"6598","CNR1",1419
"6599","RNGTT",1871
"6600","PNRC1",989
"6601","SRSF12",806
"6602","PM20D2",1341
"6603","GABRR1",1485
"6604","GABRR2",1438
"6605","UBE2J1",992
"6606","RRAGD",1233
"6607","ANKRD6",2680
"6608","LYRM2",407
"6609","MDN1",17296
"6610","CASP8AP2",5930
"6611","GJA10",1673
"6612","BACH2",2541
"6613","MAP3K7",1976
"6614","EPHA7",3119
"6615","MANEA",1454
"6616","FUT9",1080
"6617","UFL1",2475
"6618","FHL5",875
"6619","GPR63",1260
"6620","NDUFAF4",538
"6621","KLHL32",1908
"6622","MMS22L",3847
"6623","POU3F2",1332
"6624","FBXL4",1896
"6625","FAXC",1255
"6626","COQ3",1140
"6627","PNISR",2504
"6628","USP45",2547
"6629","TSTD3",380
"6630","CCNC",1057
"6631","PRDM13",2139
"6632","MCHR2",1043
"6633","SIM1",2351
"6634","ASCC3",6948
"6635","GRIK2",3106
"6636","HACE1",2845
"6637","LIN28B",805
"6638","BVES",1113
"6639","POPDC3",886
"6640","PREP",2203
"6641","ATG5",865
"6642","PRDM1",2607
"6643","CRYBG1",6501
"6644","RTN4IP1",1231
"6645","QRSL1",1745
"6646","CD24",514
"6647","MTRES1",753
"6648","BEND3",2497
"6649","PDSS2",1330
"6650","SOBP",2678
"6651","SCML4",1275
"6652","SEC63",2383
"6653","OSTM1",1071
"6654","NR2E1",1337
"6655","SNX3",504
"6656","AFG1L",1506
"6657","FOXO3",2027
"6658","ARMC2",2684
"6659","SESN1",1806
"6660","CEP57L1",1514
"6661","CD164",744
"6662","PPIL6",1054
"6663","SMPD2",1317
"6664","MICAL1",3381
"6665","ZBTB24",2119
"6666","AK9",6095
"6667","FIG4",3186
"6668","GPR6",1139
"6669","WASF1",1715
"6670","CDC40",1870
"6671","METTL24",1121
"6672","DDO",1041
"6673","SLC22A16",1819
"6674","CDK19",1569
"6675","AMD1",1045
"6676","GTF3C6",667
"6677","RPF2",966
"6678","SLC16A10",1573
"6679","MFSD4B",1631
"6680","REV3L",9548
"6681","TRAF3IP2",1969
"6682","FYN",1825
"6683","CCN6",1282
"6684","TUBE1",1483
"6685","FAM229B",248
"6686","LAMA4",5917
"6687","RFPL4B",792
"6688","MARCKS",1004
"6689","HDAC2",1532
"6690","HS3ST5",1046
"6691","FRK",1553
"6692","NT5DC1",1423
"6693","COL10A1",2048
"6694","TSPYL4",1245
"6695","TSPYL1",1314
"6696","DSE",2899
"6697","ENSG00000285446",864
"6698","CALHM6",965
"6699","TRAPPC3L",566
"6700","CALHM5",935
"6701","CALHM4",1012
"6702","RWDD1",762
"6703","RSPH4A",2176
"6704","ZUP1",1777
"6705","KPNA5",1750
"6706","FAM162B",504
"6707","GPRC6A",2806
"6708","RFX6",2877
"6709","VGLL2",969
"6710","ROS1",7286
"6711","ENSG00000282218",963
"6712","DCBLD1",2225
"6713","GOPC",1429
"6714","NUS1",902
"6715","SLC35F1",1262
"6716","CEP85L",2614
"6717","PLN",159
"6718","MCM9",3510
"6719","ASF1A",630
"6720","FAM184A",3687
"6721","MAN1A1",2017
"6722","TBC1D32",4057
"6723","GJA1",1149
"6724","HSF2",1671
"6725","SERINC1",1407
"6726","PKIB",373
"6727","FABP7",564
"6728","SMPDL3A",1397
"6729","CLVS2",1004
"6730","TRDN",2735
"6731","NKAIN2",747
"6732","RNF217",1783
"6733","TPD52L1",677
"6734","HDDC2",672
"6735","HEY2",1034
"6736","NCOA7",2977
"6737","HINT3",569
"6738","TRMT11",1452
"6739","CENPW",322
"6740","RSPO3",925
"6741","RNF146",1208
"6742","ECHDC1",1079
"6743","KIAA0408",2105
"6744","SOGA3",2869
"6745","C6orf58",1018
"6746","THEMIS",2073
"6747","PTPRK",4833
"6748","LAMA2",9958
"6749","ARHGAP18",2062
"6750","TMEM244",407
"6751","L3MBTL3",2443
"6752","SAMD3",1713
"6753","TMEM200A",1476
"6754","SMLR1",329
"6755","EPB41L2",3302
"6756","AKAP7",1416
"6757","ARG1",1107
"6758","MED23",4327
"6759","ENPP3",2748
"6760","OR2A4",933
"6761","CTAGE9",2334
"6762","ENPP1",2898
"6763","CCN2",1070
"6764","MOXD1",2041
"6765","STX7",855
"6766","TAAR9",1047
"6767","TAAR8",1029
"6768","TAAR6",1038
"6769","TAAR5",1014
"6770","TAAR2",1061
"6771","TAAR1",1020
"6772","VNN1",1572
"6773","VNN2",1593
"6774","SLC18B1",1436
"6775","RPS12",419
"6776","EYA4",2154
"6777","TCF21",545
"6778","ENSG00000288529",134
"6779","TBPL1",594
"6780","SLC2A12",1874
"6781","SGK1",2227
"6782","ALDH8A1",1494
"6783","HBS1L",3616
"6784","MYB",2674
"6785","AHI1",4009
"6786","PDE7B",1654
"6787","MTFR2",1188
"6788","BCLAF1",2855
"6789","MAP7",2520
"6790","MAP3K5",4602
"6791","PEX7",1081
"6792","SLC35D3",1256
"6793","IL20RA",1740
"6794","IL22RA2",817
"6795","IFNGR1",1589
"6796","OLIG3",819
"6797","TNFAIP3",2408
"6798","PERP",592
"6799","ARFGEF3",6699
"6800","PBOV1",408
"6801","SMIM28",464
"6802","HEBP2",771
"6803","NHSL1",5061
"6804","CCDC28A",575
"6805","ECT2L",2810
"6806","REPS1",2486
"6807","ABRACL",391
"6808","HECA",1647
"6809","TXLNB",2095
"6810","CITED2",833
"6811","NMBR",1183
"6812","GJE1",628
"6813","VTA1",959
"6814","ADGRG6",3924
"6815","HIVEP2",7366
"6816","AIG1",853
"6817","ADAT2",601
"6818","PEX3",1177
"6819","FUCA2",1434
"6820","PHACTR2",2244
"6821","LTV1",1478
"6822","ZC2HC1B",699
"6823","PLAGL1",1397
"6824","SF3B5",261
"6825","STX11",864
"6826","UTRN",10814
"6827","EPM2A",1043
"6828","FBXO30",2243
"6829","SHPRH",5234
"6830","GRM1",3683
"6831","RAB32",688
"6832","ADGB",5490
"6833","STXBP5",3591
"6834","SAMD5",527
"6835","SASH1",3839
"6836","UST",1256
"6837","TAB2",2107
"6838","SUMO4",288
"6839","ZC3H12D",1665
"6840","PPIL4",1546
"6841","GINM1",1028
"6842","KATNA1",1521
"6843","LATS1",3483
"6844","NUP43",1178
"6845","PCMT1",903
"6846","LRP11",1600
"6847","RAET1E",831
"6848","RAET1G",1057
"6849","ULBP2",756
"6850","ULBP1",750
"6851","RAET1L",756
"6852","ULBP3",750
"6853","PPP1R14C",513
"6854","IYD",1151
"6855","PLEKHG1",4228
"6856","MTHFD1L",3152
"6857","AKAP12",5394
"6858","ZBTB2",1550
"6859","RMND1",1662
"6860","ARMT1",1346
"6861","CCDC170",2198
"6862","ESR1",1908
"6863","SYNE1",27735
"6864","MYCT1",723
"6865","VIP",533
"6866","FBXO5",1364
"6867","MTRF1L",1173
"6868","RGS17",648
"6869","OPRM1",2221
"6870","IPCEF1",1362
"6871","ENSG00000288520",2805
"6872","CNKSR3",1728
"6873","SCAF8",4218
"6874","TIAM2",5414
"6875","TFB1M",1071
"6876","CLDN20",660
"6877","NOX3",1767
"6878","ARID1B",7426
"6879","TMEM242",498
"6880","ZDHHC14",1507
"6881","SNX9",2273
"6882","SYNJ2",4746
"6883","SERAC1",2204
"6884","GTF2H5",353
"6885","TULP4",4697
"6886","TMEM181",1642
"6887","DYNLT1",362
"6888","SYTL3",1903
"6889","EZR",1821
"6890","RSPH3",1292
"6891","TAGAP",2251
"6892","FNDC1",5795
"6893","SOD2",883
"6894","WTAP",1286
"6895","ACAT2",1234
"6896","TCP1",1726
"6897","MRPL18",558
"6898","PNLDC1",1727
"6899","MAS1",978
"6900","IGF2R",7711
"6901","SLC22A1",1715
"6902","SLC22A2",1720
"6903","SLC22A3",1721
"6904","LPA",6313
"6905","PLG",2576
"6906","MAP3K4",4957
"6907","AGPAT4",1301
"6908","PRKN",1837
"6909","PACRG",916
"6910","QKI",1158
"6911","C6orf118",1450
"6912","PDE10A",4297
"6913","TBXT",1346
"6914","PRR18",888
"6915","SFT2D1",515
"6916","MPC1",359
"6917","RPS6KA2",2489
"6918","RAMACL",357
"6919","RNASET2",811
"6920","CEP43",1687
"6921","ENSG00000272980",1334
"6922","CCR6",1130
"6923","GPR31",960
"6924","UNC93A",1409
"6925","TTLL2",1789
"6926","AFDN",5948
"6927","KIF25",1202
"6928","FRMD1",2023
"6929","DACT2",2537
"6930","SMOC2",1434
"6931","THBS2",3634
"6932","ENSG00000285733",729
"6933","WDR27",3014
"6934","C6orf120",576
"6935","PHF10",1570
"6936","DYNLT2",612
"6937","ERMARD",2205
"6938","DLL1",2222
"6939","FAM120B",2865
"6940","PSMB1",751
"6941","TBP",1050
"6942","PDCD2",1119
"6943","FAM20C",1800
"6944","FOXL3",712
"6945","PDGFA",674
"6946","PRKAR1B",1191
"6947","DNAAF5",2689
"6948","SUN1",2745
"6949","GET4",1024
"6950","ADAP1",1316
"6951","COX19",283
"6952","CYP2W1",1620
"6953","C7orf50",600
"6954","GPR146",1002
"6955","GPER1",1128
"6956","ZFAND2A",565
"6957","UNCX",1606
"6958","MICALL2",2795
"6959","INTS1",6803
"6960","MAFK",476
"6961","TMEM184A",1277
"6962","PSMG3",374
"6963","ELFN1",2487
"6964","MAD1L1",2381
"6965","MRM2",762
"6966","NUDT1",555
"6967","SNX8",1448
"6968","EIF3B",2530
"6969","CHST12",1245
"6970","GRIFIN",455
"6971","LFNG",1465
"6972","BRAT1",2526
"6973","IQCE",2330
"6974","TTYH3",1831
"6975","AMZ1",1522
"6976","GNA12",1601
"6977","CARD11",3580
"6978","SDK1",6862
"6979","FOXK1",2242
"6980","AP5Z1",2504
"6981","RADIL",3293
"6982","PAPOLB",1914
"6983","MMD2",890
"6984","RBAK",2160
"6985","RBAK-RBAKDN",757
"6986","WIPI2",1457
"6987","SLC29A4",1638
"6988","TNRC18",9176
"6989","FBXL18",2177
"6990","ACTB",1166
"6991","FSCN1",1502
"6992","RNF216",2847
"6993","OCM",345
"6994","CCZ1",1519
"6995","RSPH10B",2703
"6996","PMS2",2883
"6997","AIMP2",978
"6998","EIF2AK1",1963
"6999","ANKRD61",1267
"7000","USP42",4026
"7001","CYTH3",1260
"7002","FAM220A",780
"7003","SAGSIN1",212
"7004","RAC1",770
"7005","DAGLB",2089
"7006","KDELR2",834
"7007","GRID2IP",3796
"7008","ZDHHC4",1060
"7009","INTS15",1375
"7010","ZNF853",1990
"7011","ZNF316",3035
"7012","ZNF12",2109
"7013","RSPH10B2",2703
"7014","CCZ1B",1519
"7015","C1GALT1",1141
"7016","COL28A1",3543
"7017","MIOS",2673
"7018","RPA3",381
"7019","UMAD1",613
"7020","GLCCI1",1679
"7021","ICA1",1850
"7022","NXPH1",821
"7023","NDUFA4",261
"7024","PHF14",2947
"7025","THSD7A",5109
"7026","TMEM106B",855
"7027","VWDE",4913
"7028","ENSG00000226690",796
"7029","SCIN",2223
"7030","ARL4A",603
"7031","ETV1",1643
"7032","DGKB",2547
"7033","AGMO",1398
"7034","MEOX2",925
"7035","CRPPA",1401
"7036","SOSTDC1",703
"7037","LRRC72",904
"7038","ANKMY2",1533
"7039","BZW2",1310
"7040","TSPAN13",640
"7041","AGR2",644
"7042","AGR3",569
"7043","AHR",2620
"7044","ENSG00000283321",2444
"7045","SNX13",3169
"7046","PRPS1L1",957
"7047","HDAC9",3854
"7048","TWIST1",609
"7049","FERD3L",501
"7050","POLR1F",1032
"7051","TMEM196",613
"7052","MACC1",2574
"7053","ITGB8",2375
"7054","ABCB5",3941
"7055","SP8",1532
"7056","SP4",2380
"7057","DNAH11",13956
"7058","CDCA7L",1410
"7059","RAPGEF5",3071
"7060","STEAP1B",1079
"7061","IL6",939
"7062","TOMM7",487
"7063","HYCC1",1891
"7064","KLHL7",1929
"7065","NUP42",1327
"7066","GPNMB",1935
"7067","MALSU1",720
"7068","IGF2BP3",1810
"7069","TRA2A",884
"7070","CCDC126",428
"7071","FAM221A",927
"7072","STK31",3175
"7073","NPY",304
"7074","PALS2",1684
"7075","GSDME",1609
"7076","OSBPL3",2769
"7077","CYCS",323
"7078","SPMIP4",1813
"7079","NPVF",601
"7080","NFE2L3",2100
"7081","HNRNPA2B1",1112
"7082","CBX3",572
"7083","SNX10",702
"7084","SKAP2",1135
"7085","HOXA1",1013
"7086","HOXA2",1136
"7087","HOXA3",1337
"7088","HOXA4",968
"7089","HOXA5",818
"7090","HOXA6",707
"7091","HOXA7",698
"7092","HOXA9",824
"7093","ENSG00000257184",349
"7094","HOXA10",1251
"7095","HOXA11",947
"7096","HOXA13",1172
"7097","EVX1",1234
"7098","HIBADH",1046
"7099","TAX1BP1",2522
"7100","JAZF1",752
"7101","CREB5",1627
"7102","TRIL",2436
"7103","CPVL",1486
"7104","CHN2",1721
"7105","PRR15",390
"7106","WIPF3",1508
"7107","SCRN1",1424
"7108","FKBP14",651
"7109","PLEKHA8",1692
"7110","MTURN",472
"7111","ZNRF2",744
"7112","NOD1",2912
"7113","GGCT",743
"7114","ENSG00000281039",322
"7115","GARS1",2377
"7116","CRHR2",1618
"7117","INMT",802
"7118","MINDY4",2359
"7119","AQP1",1081
"7120","GHRHR",1532
"7121","ADCYAP1R1",1655
"7122","NEUROD6",1014
"7123","ITPRID1",3195
"7124","PPP1R17",483
"7125","PDE1C",2552
"7126","LSM5",311
"7127","AVL9",2022
"7128","KBTBD2",1882
"7129","FKBP9",1932
"7130","NT5C3A",1099
"7131","RP9",693
"7132","BBS9",3048
"7133","BMPER",2128
"7134","NPSR1",1429
"7135","DPY19L1",2434
"7136","TBX20",1379
"7137","HERPUD2",1256
"7138","SEPTIN7",1398
"7139","EEPD1",1740
"7140","MATCAP2",1996
"7141","ANLN",3490
"7142","AOAH",2172
"7143","ELMO1",2284
"7144","GPR141",918
"7145","NME8",1837
"7146","SFRP4",1066
"7147","EPDR1",774
"7148","ENSG00000290149",374
"7149","STARD3NL",735
"7150","TARP",177
"7151","AMPH",2188
"7152","VPS41",2705
"7153","POU6F2",2229
"7154","YAE1",1063
"7155","RALA",636
"7156","CDK13",4604
"7157","MPLKIP",545
"7158","SUGCT",1638
"7159","INHBA",1286
"7160","GLI3",5147
"7161","C7orf25",1445
"7162","PSMA2",740
"7163","ENSG00000256646",496
"7164","MRPL32",577
"7165","HECW1",4956
"7166","STK17A",1275
"7167","COA1",548
"7168","BLVRA",921
"7169","MRPS24",519
"7170","URGCP-MRPS24",358
"7171","URGCP",2939
"7172","UBE2D4",536
"7173","SPDYE1",1199
"7174","DBNL",1380
"7175","PGAM2",772
"7176","POLM",1817
"7177","AEBP1",3766
"7178","POLD2",1751
"7179","MYL7",558
"7180","GCK",1628
"7181","YKT6",644
